Query-ID	Query-Label	Lookup-ID	Lookup-Label	Embedding distance	Nearest-Neighbor-Idx
Q64704	Cell.membrane	P93654	Lysosome/Vacuole	0.8538	2
Q64704	Cell.membrane	P39053	Cytoplasm	0.8812	3
Q658Y4	Golgi.apparatus	Q8QZV7	Cytoplasm	0.7858	1
Q658Y4	Golgi.apparatus	Q9NVM9	Cytoplasm	0.7920	2
Q658Y4	Golgi.apparatus	Q9UL03	Nucleus	0.8122	3
Q66LG9	Nucleus	Q8RXD4	Nucleus	1.0468	1
Q66LG9	Nucleus	Q6A331	Nucleus	1.0655	2
Q66LG9	Nucleus	Q9FNC7	Nucleus	1.1247	3
Q67XT3	Nucleus	Q6NRW3	Nucleus	0.5908	1
Q67XT3	Nucleus	Q6SKR5	Nucleus	0.8101	2
Q67XT3	Nucleus	Q8NBT2	Nucleus	0.8261	3
Q68FD9	Cell.membrane	Q8CJ11	Cell.membrane	0.9929	1
Q68FD9	Cell.membrane	Q8CJ12	Cell.membrane	0.9960	2
Q68FD9	Cell.membrane	Q8IZP9	Cell.membrane	1.0083	3
Q69CM7	Cytoplasm	Q4G0U5	Cytoplasm	0.7429	1
Q69CM7	Cytoplasm	A9Q751	Cytoplasm	0.7430	2
Q69CM7	Cytoplasm	Q8CFW7	Cytoplasm	0.9699	3
Q6AXT4	Cell.membrane	Q9QYM8	Nucleus	0.7199	1
Q6AXT4	Cell.membrane	Q9H6D7	Cytoplasm	0.8950	2
Q6AXT4	Cell.membrane	Q90ZF9	Nucleus	0.9117	3
Q6DIA7	Nucleus	Q76N32	Cytoplasm	0.7953	1
Q6DIA7	Nucleus	Q86YC2	Nucleus	0.8380	2
Q6DIA7	Nucleus	Q7TSH4	Cytoplasm	0.8600	3
Q6H6M5	Cytoplasm	Q2QYF3	Cytoplasm	1.3879	1
Q6H6M5	Cytoplasm	Q5KQH7	Endoplasmic.reticulum	1.4630	2
Q6H6M5	Cytoplasm	Q8LIN5	Lysosome/Vacuole	1.4887	3
Q6ICB4	Golgi.apparatus	Q8JZW5	Cell.membrane	0.6803	1
Q6ICB4	Golgi.apparatus	Q02833	Cytoplasm	0.7681	2
Q6ICB4	Golgi.apparatus	Q8NFA2-3	Cell.membrane	0.8198	3
Q6NKQ9	Cell.membrane	P0C5E2-2	Cell.membrane	1.0470	1
Q6NKQ9	Cell.membrane	Q8VYG0	Cell.membrane	1.0502	2
Q6NKQ9	Cell.membrane	O64825	Cell.membrane	1.0548	3
Q6NKS4	Plastid	P93735	Plastid	0.8494	1
Q6NKS4	Plastid	Q9SJ02	Plastid	0.8822	2
Q6NKS4	Plastid	Q94K66	Plastid	0.9057	3
Q6NSI4	Nucleus	Q14159	Nucleus	0.8977	1
Q6NSI4	Nucleus	Q5SUQ9	Nucleus	0.9009	2
Q6NSI4	Nucleus	Q9UDY8	Cytoplasm	0.9134	3
Q6NTE8	Nucleus	Q8NFT6	Nucleus	1.1695	1
Q6NTE8	Nucleus	Q8IY92	Nucleus	1.1960	2
Q6NTE8	Nucleus	Q9NTK1	Cytoplasm	1.2116	3
Q6P087	Mitochondrion	Q96CB9	Mitochondrion	0.8933	1
Q6P087	Mitochondrion	Q9JJG9	Mitochondrion	0.8935	2
Q6P087	Mitochondrion	Q8NC60	Mitochondrion	0.8954	3
Q6P0N0	Nucleus	Q99708	Nucleus	0.7889	1
Q6P0N0	Nucleus	Q69YH5	Nucleus	0.7986	2
Q6P0N0	Nucleus	Q86YC2	Nucleus	0.8158	3
Q6P3G4	Cytoplasm	Q7T3U0	Cytoplasm	1.0955	1
Q6P3G4	Cytoplasm	Q96GE4	Cytoplasm	1.1538	2
Q6P3G4	Cytoplasm	Q80SU3	Cytoplasm	1.1694	3
Q6PCQ0	Cell.membrane	Q9Y6H5	Cytoplasm	0.6258	1
Q6PCQ0	Cell.membrane	Q5JTW2	Cytoplasm	0.6271	2
Q6PCQ0	Cell.membrane	Q8IYE1	Cytoplasm	0.6343	3
Q6PDM4	Nucleus	Q49A88	Cytoplasm	0.8548	1
Q6PDM4	Nucleus	Q96RL1	Nucleus	0.9093	2
Q6PDM4	Nucleus	Q5T7B8	Cytoplasm	0.9442	3
Q6PF05	Cytoplasm	Q9P2M1	Cytoplasm	0.7257	1
Q6PF05	Cytoplasm	P09914	Cytoplasm	0.7368	2
Q6PF05	Cytoplasm	Q8SYD0	Mitochondrion	0.7454	3
Q6PII3	Nucleus	P58501	Nucleus	0.7398	1
Q6PII3	Nucleus	O48713	Nucleus	0.7406	2
Q6PII3	Nucleus	Q8H110	Nucleus	0.7735	3
Q6QM28	Cell.membrane	Q80WS1	Cytoplasm	0.8654	1
Q6QM28	Cell.membrane	O43314	Cytoplasm	0.8930	2
Q6QM28	Cell.membrane	Q49A26	Nucleus	0.9239	3
Q6TEC1	Nucleus	Q9NZJ9	Cytoplasm	0.7399	1
Q6TEC1	Nucleus	Q96G61	Cytoplasm	0.7494	2
Q6TEC1	Nucleus	P11930	Peroxisome	0.8739	3
Q6UL01	Nucleus	Q6VTH5	Cytoplasm	0.8615	1
Q6UL01	Nucleus	Q8VEM9	Cytoplasm	1.2451	2
Q6UL01	Nucleus	Q8N7A1	Cytoplasm	1.3176	3
Q6UWF3	Cell.membrane	Q8N292	Cell.membrane	0.8583	1
Q6UWF3	Cell.membrane	Q9JHL0	Cell.membrane	0.8774	2
Q6UWF3	Cell.membrane	P15530	Cell.membrane	0.9351	3
Q6UX40	Cell.membrane	Q8N2H4	Golgi.apparatus	0.6863	1
Q6UX40	Cell.membrane	Q402F4	Lysosome/Vacuole	0.8267	2
Q6UX40	Cell.membrane	Q9FEG2	Lysosome/Vacuole	0.8554	3
Q6ZNX1	Nucleus	Q03233	Cytoplasm	0.6700	1
Q6ZNX1	Nucleus	O94435	Cytoplasm	0.8680	2
Q6ZNX1	Nucleus	Q9BSD3	Nucleus	0.8871	3
Q6ZU64	Cytoplasm	Q9Y238	Cytoplasm	0.3757	1
Q6ZU64	Cytoplasm	Q9HCE1	Cytoplasm	0.9403	2
Q6ZU64	Cytoplasm	Q5JTW2	Cytoplasm	0.9406	3
Q6ZW61	Cell.membrane	O94955	Golgi.apparatus	1.1813	1
Q6ZW61	Cell.membrane	Q7Z5Q5	Nucleus	1.1903	2
Q6ZW61	Cell.membrane	Q8CHQ0	Cytoplasm	1.2113	3
Q6ZWX6	Cytoplasm	Q96327	Nucleus	0.7556	1
Q6ZWX6	Cytoplasm	P39729	Cytoplasm	0.7690	2
Q6ZWX6	Cytoplasm	Q9BZE4	Nucleus	0.7994	3
Q794F9	Cell.membrane	Q6NXK7	Cell.membrane	0.9440	1
Q794F9	Cell.membrane	Q6QNK2	Cell.membrane	0.9444	2
Q794F9	Cell.membrane	Q63772	Extracellular	0.9471	3
Q7TNS8	Nucleus	P70339	Cytoplasm	1.0292	1
Q7TNS8	Nucleus	Q6NZ36	Nucleus	1.0638	2
Q7TNS8	Nucleus	Q8NCU7	Nucleus	1.0791	3
Q7TSY8	Nucleus	Q69YH5	Nucleus	0.9317	1
Q7TSY8	Nucleus	Q4KLP8	Nucleus	0.9519	2
Q7TSY8	Nucleus	Q283Q6	Nucleus	1.0597	3
Q7X7A4	Nucleus	Q8W4J9	Cell.membrane	1.2025	1
Q7X7A4	Nucleus	Q9C6K9	Cell.membrane	1.2442	2
Q7X7A4	Nucleus	Q5KQH7	Endoplasmic.reticulum	1.2443	3
Q80TK0	Cell.membrane	Q5JR59	Cytoplasm	0.8599	1
Q80TK0	Cell.membrane	Q7TSH4	Cytoplasm	0.8782	2
Q80TK0	Cell.membrane	Q3URK3	Nucleus	0.9206	3
Q80TQ2	Cytoplasm	Q9H0E7	Nucleus	0.6624	1
Q80TQ2	Cytoplasm	Q8C2S0	Nucleus	0.6659	2
Q80TQ2	Cytoplasm	Q96RU2	Nucleus	0.6865	3
Q80U30	Lysosome/Vacuole	Q2PPJ7	Cytoplasm	0.5284	1
Q80U30	Lysosome/Vacuole	Q5VSL9	Cytoplasm	0.5502	2
Q80U30	Lysosome/Vacuole	Q9Y3P9	Cytoplasm	0.5676	3
Q80VM9	Cell.membrane	Q6UX01	Cell.membrane	0.7333	1
Q80VM9	Cell.membrane	P47871	Cell.membrane	0.7593	2
Q80VM9	Cell.membrane	Q7L4E1	Mitochondrion	0.7779	3
Q80XQ8	Cell.membrane	Q7ZT82	Nucleus	1.0920	1
Q80XQ8	Cell.membrane	P08152	Nucleus	1.1646	2
Q80XQ8	Cell.membrane	Q03347	Nucleus	1.1736	3
Q811T9	Cytoplasm	Q9P209	Cytoplasm	0.8720	1
Q811T9	Cytoplasm	Q80VJ8	Nucleus	0.8828	2
Q811T9	Cytoplasm	Q8N137	Cytoplasm	0.8948	3
Q86RQ1	Extracellular	O24602	Extracellular	0.9551	1
Q86RQ1	Extracellular	O24567	Extracellular	0.9803	2
Q86RQ1	Extracellular	O24565	Extracellular	0.9946	3
Q86V20	Nucleus	Q14159	Nucleus	0.8560	1
Q86V20	Nucleus	Q6PJP8	Nucleus	0.9500	2
Q86V20	Nucleus	Q56NI9	Nucleus	0.9607	3
Q86YS3	Cytoplasm	A0JNT9	Cytoplasm	0.5174	1
Q86YS3	Cytoplasm	Q5M775-5	Nucleus	0.5206	2
Q86YS3	Cytoplasm	Q5M775-3	Nucleus	0.5212	3
Q876N4	Lysosome/Vacuole	P53273	Lysosome/Vacuole	0.8996	1
Q876N4	Lysosome/Vacuole	P47114	Lysosome/Vacuole	0.9087	2
Q876N4	Lysosome/Vacuole	P40528	Cell.membrane	0.9260	3
Q8BRM6	Nucleus	Q9BW66	Nucleus	0.7040	1
Q8BRM6	Nucleus	Q70YC5	Cytoplasm	0.7246	2
Q8BRM6	Nucleus	Q6ZRQ5	Nucleus	0.7278	3
Q8BS45	Cell.membrane	Q8W117	Nucleus	0.7301	1
Q8BS45	Cell.membrane	Q99PK0	Nucleus	0.7418	2
Q8BS45	Cell.membrane	Q7L5D6	Cytoplasm	0.8091	3
Q8BT35	Mitochondrion	Q9JHQ5	Cytoplasm	1.4686	1
Q8BT35	Mitochondrion	Q9NQ48	Cytoplasm	1.4696	2
Q8BT35	Mitochondrion	Q9JIQ3	Mitochondrion	1.4749	3
Q8BUV3	Cytoplasm	Q90635	Cytoplasm	0.7908	1
Q8BUV3	Cytoplasm	Q6P4Q7	Cell.membrane	0.7995	2
Q8BUV3	Cytoplasm	Q14194	Cytoplasm	0.8023	3
Q8BVZ1	Cytoplasm	Q6Q788	Extracellular	1.1230	1
Q8BVZ1	Cytoplasm	Q8C7G5	Extracellular	1.1960	2
Q8BVZ1	Cytoplasm	Q91VJ2	Cytoplasm	1.2247	3
Q8BVZ5	Nucleus	Q9NZH7	Extracellular	1.1844	1
Q8BVZ5	Nucleus	Q9BDB7	Cytoplasm	1.2276	2
Q8BVZ5	Nucleus	O35368	Nucleus	1.2437	3
Q8BWM0	Nucleus	P47802	Mitochondrion	0.7005	1
Q8BWM0	Nucleus	O75431	Mitochondrion	0.8423	2
Q8BWM0	Nucleus	O88441	Mitochondrion	0.8489	3
Q8CE72	Cell.membrane	Q9UK61	Nucleus	0.8513	1
Q8CE72	Cell.membrane	Q7Z2Z1	Nucleus	0.8520	2
Q8CE72	Cell.membrane	Q69ZR9	Nucleus	0.8655	3
Q8CG73	Cytoplasm	Q7TSG1	Cytoplasm	0.4061	1
Q8CG73	Cytoplasm	Q8IYE1	Cytoplasm	0.6758	2
Q8CG73	Cytoplasm	Q5JTW2	Cytoplasm	0.7032	3
Q8CH19	Nucleus	Q148B6	Cytoplasm	1.2504	1
Q8CH19	Nucleus	Q9NXV6	Nucleus	1.2728	2
Q8CH19	Nucleus	Q75RY2	Nucleus	1.3128	3
Q8CH20	Cytoplasm	Q9VWS4	Cell.membrane	1.4567	1
Q8CH20	Cytoplasm	Q7TS73	Cytoplasm	1.4734	2
Q8CH20	Cytoplasm	P40688	Nucleus	1.4779	3
Q8CHY7	Cell.membrane	P09914	Cytoplasm	0.7617	1
Q8CHY7	Cell.membrane	Q8SYD0	Mitochondrion	0.7701	2
Q8CHY7	Cell.membrane	Q64282	Cytoplasm	0.7802	3
Q8I4M5	Cytoplasm	Q9VYS4	Cytoplasm	1.0088	1
Q8I4M5	Cytoplasm	P34314	Nucleus	1.0144	2
Q8I4M5	Cytoplasm	Q23972	Cytoplasm	1.0232	3
Q8IDN0	Extracellular	P40152	Lysosome/Vacuole	1.3150	1
Q8IDN0	Extracellular	Q12308	Nucleus	1.3185	2
Q8IDN0	Extracellular	P86954	Extracellular	1.3461	3
Q8IFM5	Extracellular	Q8IEF6	Nucleus	1.3289	1
Q8IFM5	Extracellular	P07390	Mitochondrion	1.3819	2
Q8IFM5	Extracellular	Q8IE95	Nucleus	1.4366	3
Q8INF7	Cytoplasm	G5ED41	Nucleus	0.7709	1
Q8INF7	Cytoplasm	Q8L5R3	Cytoplasm	0.8082	2
Q8INF7	Cytoplasm	Q5BAH2	Nucleus	0.8307	3
Q8ISL8	Extracellular	D4ARW0	Extracellular	1.9159	1
Q8ISL8	Extracellular	B3FIN4	Extracellular	1.9233	2
Q8ISL8	Extracellular	B3A0Q7	Extracellular	1.9916	3
Q8IU99	Endoplasmic.reticulum	Q7Z403	Endoplasmic.reticulum	0.7724	1
Q8IU99	Endoplasmic.reticulum	Q9C0H2	Cell.membrane	0.7798	2
Q8IU99	Endoplasmic.reticulum	Q7L4E1	Mitochondrion	0.7895	3
Q8IX90	Nucleus	Q9VVR2	Cytoplasm	0.9261	1
Q8IX90	Nucleus	Q69YH5	Nucleus	0.9792	2
Q8IX90	Nucleus	Q86XK3	Nucleus	1.0019	3
Q8IYV9	Cell.membrane	Q7M730	Cell.membrane	0.7702	1
Q8IYV9	Cell.membrane	Q6ZMJ4	Extracellular	0.7804	2
Q8IYV9	Cell.membrane	Q9D659	Cell.membrane	0.7807	3
Q8IZL8	Nucleus	Q9P1Z0	Nucleus	0.9154	1
Q8IZL8	Nucleus	Q9Y6J0	Nucleus	0.9266	2
Q8IZL8	Nucleus	Q9UPS6	Nucleus	0.9551	3
Q8K136	Nucleus	O08781	Nucleus	0.8971	1
Q8K136	Nucleus	Q9HA38	Nucleus	0.9188	2
Q8K136	Nucleus	Q8R1N0	Nucleus	0.9984	3
Q8K3I4	Cytoplasm	Q5T5Y3	Cytoplasm	0.5342	1
Q8K3I4	Cytoplasm	Q5SW79	Cytoplasm	0.5515	2
Q8K3I4	Cytoplasm	Q76G19	Cytoplasm	0.5530	3
Q8LEQ4	Endoplasmic.reticulum	Q7XI45	Endoplasmic.reticulum	0.9053	1
Q8LEQ4	Endoplasmic.reticulum	Q8N2H4	Golgi.apparatus	0.9438	2
Q8LEQ4	Endoplasmic.reticulum	Q8N6L1	Endoplasmic.reticulum	0.9644	3
Q8MYP1	Nucleus	U4PR86	Cytoplasm	1.0261	1
Q8MYP1	Nucleus	O01775	Cytoplasm	1.0667	2
Q8MYP1	Nucleus	I6PL68	Nucleus	1.0850	3
Q8N0X7	Cytoplasm	Q9WV89	Cytoplasm	0.9182	1
Q8N0X7	Cytoplasm	Q8NAN2	Mitochondrion	0.9374	2
Q8N0X7	Cytoplasm	Q9BRS8	Cytoplasm	0.9404	3
Q8N3J3	Nucleus	Q8IY92	Nucleus	1.0187	1
Q8N3J3	Nucleus	P54132	Nucleus	1.0359	2
Q8N3J3	Nucleus	Q96RL1	Nucleus	1.0435	3
Q8N511	Endoplasmic.reticulum	B9X187	Nucleus	0.8998	1
Q8N511	Endoplasmic.reticulum	Q9NWR8	Mitochondrion	0.9221	2
Q8N511	Endoplasmic.reticulum	Q7Z412	Peroxisome	0.9223	3
Q8N5I2	Cell.membrane	Q643R3	Endoplasmic.reticulum	0.8924	1
Q8N5I2	Cell.membrane	Q8K3P1	Cell.membrane	0.9043	2
Q8N5I2	Cell.membrane	P30530	Cell.membrane	0.9160	3
Q8N9N2	Nucleus	Q9BQ65	Nucleus	1.0613	1
Q8N9N2	Nucleus	Q7Z569	Cytoplasm	1.1688	2
Q8N9N2	Nucleus	Q9UBU9	Cytoplasm	1.1763	3
Q8NAU1	Cell.membrane	Q9JKF6	Cell.membrane	0.7040	1
Q8NAU1	Cell.membrane	Q8R4I7	Cell.membrane	0.7863	2
Q8NAU1	Cell.membrane	Q45R42	Cell.membrane	0.7986	3
Q8NBQ7	Endoplasmic.reticulum	Q9M8W5	Endoplasmic.reticulum	0.7506	1
Q8NBQ7	Endoplasmic.reticulum	Q9BUM1	Endoplasmic.reticulum	0.9618	2
Q8NBQ7	Endoplasmic.reticulum	Q9WTY4	Cell.membrane	0.9705	3
Q8ND83	Cytoplasm	Q8VHQ2	Cytoplasm	0.7409	1
Q8ND83	Cytoplasm	Q5U2R6	Cytoplasm	0.7756	2
Q8ND83	Cytoplasm	Q9DBN4	Cytoplasm	0.7796	3
Q8NFC6	Nucleus	A6H8Y1	Nucleus	1.1746	1
Q8NFC6	Nucleus	Q8BMA5	Nucleus	1.4031	2
Q8NFC6	Nucleus	Q8WUY3	Cytoplasm	1.4115	3
Q8R0A6	Extracellular	Q9JKF6	Cell.membrane	0.8217	1
Q8R0A6	Extracellular	P52803	Cell.membrane	0.8304	2
Q8R0A6	Extracellular	Q45R42	Cell.membrane	0.8360	3
Q8R1B5	Cell.membrane	P63041	Cytoplasm	0.6933	1
Q8R1B5	Cell.membrane	P84086	Cytoplasm	0.7707	2
Q8R1B5	Cell.membrane	Q96EV8-2	Cytoplasm	0.9359	3
Q8R4F0	Cell.membrane	Q9NQA5	Cell.membrane	0.6138	1
Q8R4F0	Cell.membrane	P69744	Cell.membrane	0.6191	2
Q8R4F0	Cell.membrane	Q9H1D0	Cell.membrane	0.6314	3
Q8RWD5	Cell.membrane	Q9LI74	Plastid	0.6777	1
Q8RWD5	Cell.membrane	O48791	Cytoplasm	0.8222	2
Q8RWD5	Cell.membrane	Q9C9X0	Cytoplasm	0.8272	3
Q8RX78	Nucleus	Q6A331	Nucleus	0.7785	1
Q8RX78	Nucleus	Q8W4L5	Nucleus	0.8392	2
Q8RX78	Nucleus	Q9XER9	Nucleus	0.9201	3
Q8S8D3	Cytoplasm	Q8L7Y8	Cytoplasm	0.6583	1
Q8S8D3	Cytoplasm	Q9LDN0	Cytoplasm	0.6698	2
Q8S8D3	Cytoplasm	Q9LI74	Plastid	0.7431	3
Q8SWI4	Cytoplasm	D4ALI1	Extracellular	1.2071	1
Q8SWI4	Cytoplasm	Q8SV33	Golgi.apparatus	1.2136	2
Q8SWI4	Cytoplasm	Q5AAH2	Extracellular	1.2242	3
Q8SX37	Cell.membrane	Q8WUD6	Golgi.apparatus	0.8281	1
Q8SX37	Cell.membrane	Q8R4X1	Endoplasmic.reticulum	0.8400	2
Q8SX37	Cell.membrane	Q9P381	Endoplasmic.reticulum	0.8414	3
Q8TAM1	Cell.membrane	O94955	Golgi.apparatus	1.1700	1
Q8TAM1	Cell.membrane	Q7Z5Q5	Nucleus	1.1741	2
Q8TAM1	Cell.membrane	O75943	Nucleus	1.1840	3
Q8TB24	Cytoplasm	Q8IWE5	Cytoplasm	0.5810	1
Q8TB24	Cytoplasm	E9PT87	Cytoplasm	0.6741	2
Q8TB24	Cytoplasm	Q62985	Cytoplasm	0.6813	3
Q8TCF1	Cytoplasm	Q8WUN7	Cytoplasm	0.8639	1
Q8TCF1	Cytoplasm	Q7L1T6	Endoplasmic.reticulum	0.8838	2
Q8TCF1	Cytoplasm	Q7Z569	Cytoplasm	0.8890	3
Q8TCG1	Cytoplasm	B0F9L4	Golgi.apparatus	0.6532	1
Q8TCG1	Cytoplasm	Q9C099	Cytoplasm	0.6699	2
Q8TCG1	Cytoplasm	Q9NVI1	Nucleus	0.6787	3
Q8TDM5	Cell.membrane	O95867	Cell.membrane	0.6105	1
Q8TDM5	Cell.membrane	Q8N6Q3	Cell.membrane	0.9843	2
Q8TDM5	Cell.membrane	Q9QXN2	Extracellular	1.0679	3
Q8VDD8	Cytoplasm	Q9P2A4	Cytoplasm	0.8223	1
Q8VDD8	Cytoplasm	Q9H6S3	Cytoplasm	0.9027	2
Q8VDD8	Cytoplasm	Q76LL6	Cytoplasm	0.9094	3
Q8VE99	Lysosome/Vacuole	Q9NWR8	Mitochondrion	1.0708	1
Q8VE99	Lysosome/Vacuole	Q643R3	Endoplasmic.reticulum	1.0825	2
Q8VE99	Lysosome/Vacuole	O35465	Mitochondrion	1.0883	3
Q8VHV1	Cytoplasm	Q9BSF0	Cell.membrane	0.8546	1
Q8VHV1	Cytoplasm	Q9DBN4	Cytoplasm	0.8665	2
Q8VHV1	Cytoplasm	Q5U2R6	Cytoplasm	0.8731	3
Q8WVR3	Cytoplasm	Q0VG06	Nucleus	0.7084	1
Q8WVR3	Cytoplasm	Q3TTP0	Cytoplasm	0.9017	2
Q8WVR3	Cytoplasm	Q9Z0E1	Cytoplasm	0.9058	3
Q8WVT3	Nucleus	Q8R3L2	Nucleus	0.7785	1
Q8WVT3	Nucleus	Q9BQ70	Nucleus	0.7807	2
Q8WVT3	Nucleus	Q15554	Nucleus	0.8089	3
Q8WY41	Cytoplasm	P22091	Nucleus	1.1817	1
Q8WY41	Cytoplasm	P49715-4	Nucleus	1.2371	2
Q8WY41	Cytoplasm	A7Y7W2	Nucleus	1.2373	3
Q90257	Mitochondrion	Q08992	Cytoplasm	0.8660	1
Q90257	Mitochondrion	Q04432	Cytoplasm	0.9545	2
Q90257	Mitochondrion	P0CT22	Cytoplasm	0.9860	3
Q91YI1	Cytoplasm	Q9UL03	Nucleus	0.6515	1
Q91YI1	Cytoplasm	Q9H3P2	Nucleus	0.6602	2
Q91YI1	Cytoplasm	Q8TE85	Nucleus	0.6616	3
Q92558	Cytoplasm	Q9P2A4	Cytoplasm	0.7519	1
Q92558	Cytoplasm	Q76LL6	Cytoplasm	0.8268	2
Q92558	Cytoplasm	Q2V2M9-4	Cytoplasm	0.8398	3
Q92734	Endoplasmic.reticulum	Q9DCB4	Cytoplasm	0.8632	1
Q92734	Endoplasmic.reticulum	Q7TN29	Cytoplasm	0.8818	2
Q92734	Endoplasmic.reticulum	Q71SY5	Nucleus	0.9436	3
Q93635	Cell.membrane	Q66KE8	Cytoplasm	0.6633	1
Q93635	Cell.membrane	Q9JHQ5	Cytoplasm	0.7109	2
Q93635	Cell.membrane	Q9NQ48	Cytoplasm	0.7210	3
Q94AU9	Plastid	O82741	Plastid	0.6835	1
Q94AU9	Plastid	A7VLV1	Plastid	0.6948	2
Q94AU9	Plastid	Q84WN0	Plastid	0.7183	3
Q94JQ6	Cell.membrane	O43861	Golgi.apparatus	0.7623	1
Q94JQ6	Cell.membrane	Q9ZT82	Cell.membrane	0.7634	2
Q94JQ6	Cell.membrane	O43314	Cytoplasm	0.7881	3
Q95R14	Nucleus	Q9V877	Cytoplasm	1.0516	1
Q95R14	Nucleus	P38937	Nucleus	1.0899	2
Q95R14	Nucleus	U4PR86	Cytoplasm	1.0948	3
Q95XQ1	Nucleus	Q75N03	Nucleus	1.0120	1
Q95XQ1	Nucleus	Q9R0I7	Nucleus	1.1145	2
Q95XQ1	Nucleus	P22293	Nucleus	1.1277	3
Q96326	Mitochondrion	Q8VYP0	Mitochondrion	0.9091	1
Q96326	Mitochondrion	Q9ZR07	Mitochondrion	0.9497	2
Q96326	Mitochondrion	O22145	Mitochondrion	0.9558	3
Q969R8	Lysosome/Vacuole	Q24338	Nucleus	0.7468	1
Q969R8	Lysosome/Vacuole	Q6P1M3	Cytoplasm	0.7517	2
Q969R8	Lysosome/Vacuole	Q8NI36	Nucleus	0.7626	3
Q96B96	Endoplasmic.reticulum	Q6PEY1	Cell.membrane	1.4920	1
Q96B96	Endoplasmic.reticulum	Q1G3K7	Endoplasmic.reticulum	1.5657	2
Q96B96	Endoplasmic.reticulum	Q9LZM7	Endoplasmic.reticulum	1.5716	3
Q96BT3	Nucleus	Q8NCN4	Nucleus	0.9701	1
Q96BT3	Nucleus	Q2TAK8	Nucleus	0.9859	2
Q96BT3	Nucleus	Q8N2Y8	Cytoplasm	0.9936	3
Q96C92	Cytoplasm	Q70YC5	Cytoplasm	0.6616	1
Q96C92	Cytoplasm	D3YN49	Nucleus	0.7351	2
Q96C92	Cytoplasm	Q9Y6H5	Cytoplasm	0.7468	3
Q96CG3	Cytoplasm	Q9SFV2	Nucleus	1.0240	1
Q96CG3	Cytoplasm	Q7TSG1	Cytoplasm	1.0273	2
Q96CG3	Cytoplasm	Q9WV89	Cytoplasm	1.0290	3
Q96CV9	Golgi.apparatus	Q9CW79	Golgi.apparatus	0.5555	1
Q96CV9	Golgi.apparatus	Q92805	Golgi.apparatus	0.5930	2
Q96CV9	Golgi.apparatus	Q5M775-5	Nucleus	0.6206	3
Q96D31	Cell.membrane	Q61762	Cell.membrane	0.7857	1
Q96D31	Cell.membrane	P19024	Cell.membrane	0.7895	2
Q96D31	Cell.membrane	P22460	Cell.membrane	0.7973	3
Q96FZ2	Nucleus	Q9UBK8-2	Cytoplasm	1.0621	1
Q96FZ2	Nucleus	P11930	Peroxisome	1.0803	2
Q96FZ2	Nucleus	Q6P6J4	Nucleus	1.0911	3
Q96JC1	Lysosome/Vacuole	Q9SJ40	Lysosome/Vacuole	0.5339	1
Q96JC1	Lysosome/Vacuole	P37199	Nucleus	0.6385	2
Q96JC1	Lysosome/Vacuole	Q8NI36	Nucleus	0.6884	3
Q96JE7	Endoplasmic.reticulum	Q3UQS8	Nucleus	0.7619	1
Q96JE7	Endoplasmic.reticulum	Q99NG0	Nucleus	0.8001	2
Q96JE7	Endoplasmic.reticulum	Q9Y6H5	Cytoplasm	0.8163	3
Q96JE9	Cytoplasm	Q9CWU5	Cytoplasm	1.2934	1
Q96JE9	Cytoplasm	Q9H0W5	Cytoplasm	1.3666	2
Q96JE9	Cytoplasm	F4IDQ6	Nucleus	1.3735	3
Q96NA2	Lysosome/Vacuole	Q02833	Cytoplasm	0.7512	1
Q96NA2	Lysosome/Vacuole	Q91YU6	Cytoplasm	0.8068	2
Q96NA2	Lysosome/Vacuole	Q96MH2	Nucleus	0.8622	3
Q96S66	Endoplasmic.reticulum	Q8BPM6	Endoplasmic.reticulum	0.8806	1
Q96S66	Endoplasmic.reticulum	I6V1W0	Nucleus	0.9822	2
Q96S66	Endoplasmic.reticulum	Q2M3C6	Cell.membrane	0.9869	3
Q99619	Cytoplasm	Q9D0S4	Cytoplasm	0.8693	1
Q99619	Cytoplasm	P21709	Cell.membrane	0.9576	2
Q99619	Cytoplasm	Q9H3Y6	Cytoplasm	0.9584	3
Q99932	Cytoplasm	Q9JMC1	Cytoplasm	1.2174	1
Q99932	Cytoplasm	P59644	Cytoplasm	1.2183	2
Q99932	Cytoplasm	Q80ZG2	Cytoplasm	1.3438	3
Q9ASQ2	Endoplasmic.reticulum	O23304	Cytoplasm	0.9979	1
Q9ASQ2	Endoplasmic.reticulum	O48682	Cell.membrane	1.0172	2
Q9ASQ2	Endoplasmic.reticulum	O04532	Cell.membrane	1.0233	3
Q9BSB4	Cytoplasm	Q13769	Cytoplasm	0.9790	1
Q9BSB4	Cytoplasm	Q8BKT7	Cytoplasm	0.9836	2
Q9BSB4	Cytoplasm	Q8K0T2	Cytoplasm	0.9989	3
Q9BSJ6	Nucleus	Q9D5U9	Cytoplasm	0.8685	1
Q9BSJ6	Nucleus	Q0VD86	Nucleus	0.8905	2
Q9BSJ6	Nucleus	Q9P209	Cytoplasm	0.9085	3
Q9BWN1	Nucleus	Q0ZCJ7	Nucleus	0.8071	1
Q9BWN1	Nucleus	Q8N2Y8	Cytoplasm	0.8197	2
Q9BWN1	Nucleus	Q9D5U9	Cytoplasm	0.8234	3
Q9BZJ7	Cell.membrane	Q8TDU6	Cell.membrane	0.7409	1
