1pugC00,3.30.1310.10
5dyjA01,3.30.200.20
1sosG00,2.60.40.200
6falA00,1.10.1270.10
2ygaA00,3.30.565.10
4rvjA00,2.40.70.10
1kysA00,2.40.155.10
2g09A01,3.40.50.1000
5iaoA00,3.40.50.2020
4lfdA00,2.40.260.10
5z23G00,1.10.20.10
1r44A00,3.30.1380.10
1mz9A00,1.20.5.10
4w9eI01,2.60.40.780
2xwiA00,3.40.190.170
4kukA00,3.30.450.20
5cegD00,3.30.2310.20
3n8bA00,3.10.450.700
6axeA03,1.20.1220.12
1vh5A00,3.10.129.10
1zlkA00,1.10.10.10
2jerF00,3.75.10.10
6amsD01,3.10.150.10
1ohvA02,3.40.640.10
2a2uA00,2.40.128.20
1u02A02,3.30.70.1020
3fceA01,3.40.50.12780
1u7tA00,3.40.50.720
1lwbA00,1.20.90.10
1w5sA03,1.10.10.10
4ctyB03,3.90.1230.10
2h88C01,1.20.5.540
4cunA03,3.90.1230.10
4h03B01,3.30.420.40
4mpyC02,3.40.309.10
5eokA01,3.50.4.10
1xfkA00,3.40.800.10
3eraA00,2.10.60.10
2xeeA00,1.25.40.20
2o4cA03,3.30.1370.170
2rjzA01,1.10.287.540
6bkeA02,1.10.510.10
4ybfA02,2.40.70.10
5vpgA00,3.90.70.10
5x8fA01,3.40.50.12780
4h7fA00,3.40.50.1820
2x0qA02,6.10.250.3370
5kx5A02,3.30.1330.20
2xb6C00,2.60.120.200
1ivuA03,2.70.98.20
2fomB01,2.40.10.120
3cc6A01,3.30.200.20
2f1yA00,2.60.210.10
2jjnA00,1.10.630.10
1xf1A05,2.60.40.10
4ebkA01,3.30.460.10
3shpB00,3.40.630.30
2mebA00,1.10.530.10
4evfA04,1.10.220.10
4w6sA00,2.40.155.10
2vfpA00,2.160.20.20
3pl2D01,3.40.1190.20
4w9jC01,2.60.40.780
6mtkA01,3.40.50.620
2rlqA02,2.10.70.10
2wssW01,1.10.520.20
6n3dA01,3.30.70.330
4zvaA00,1.10.490.10
1vloA01,3.30.1360.120
3vx7B00,3.30.1460.50
5nvxC01,2.60.40.780
3v5rA03,1.20.1440.340
2qsfA01,3.90.260.10
5x2bD00,3.40.50.300
4r9iA02,2.30.39.10
3uwiA01,2.40.10.10
5hztI00,2.40.155.10
5xbqK01,3.40.30.10
2h98A02,3.40.190.10
2hy5B00,3.40.1260.10
3e9mD02,3.30.360.10
4b56A02,3.40.720.10
3aw8A01,3.40.50.20
3hgqC00,3.40.50.12360
3cx4A02,3.40.50.2000
1kq5A00,2.160.20.70
4p2bA02,3.90.800.10
1nxmA00,2.60.120.10
1pj5A03,3.30.1360.120
1b1iA00,3.10.130.10
5w7qA01,3.40.50.300
5lbbA00,2.60.120.620
3u12A00,2.30.29.180
1bg3A02,3.40.367.20
3pweA01,3.10.150.10
6g3wA00,3.80.10.10
3rgcA01,1.10.4030.10
4lrvB00,1.10.1220.160
5zlmA03,2.60.40.420
2gd4C01,3.30.497.10
1bybA00,3.20.20.80
2k6vA00,3.40.30.10
1x9zA02,3.30.1370.100
3azhA00,1.10.20.10
2w7vA00,3.30.1360.100
3eyrA00,3.15.10.40
1z7uA00,1.10.10.10
4mi7A00,3.90.70.170
5eqfB01,3.40.50.720
5l0qF02,2.60.40.10
1lsuA00,3.40.50.720
1v9sB00,3.40.50.2020
2q73C00,1.10.287.1080
1xhhA00,2.60.40.1900
1ceqA01,3.40.50.720
3dfgA01,1.10.10.10
4u1sA02,2.60.40.10
5i7pA01,3.10.50.40
3efvB01,3.40.605.10
2lpeA01,6.10.140.1120
4zfzA02,2.60.40.10
5ur0D02,3.30.360.10
3nsxA01,2.60.40.1760
1sxjD03,1.20.272.10
2e3vC00,2.60.40.10
4w9hA00,3.10.20.90
3f3sA01,3.40.50.720
1tqgA00,1.20.120.160
2vx2A01,3.90.226.10
3irpX02,2.60.40.1290
1a5aA00,3.20.20.70
2btqB02,3.30.1330.20
1f97A01,2.60.40.10
2bvwB00,3.20.20.40
4p9lA00,2.60.120.920
5bnzA05,2.40.240.10
4ldfA00,1.20.920.10
3iutA00,3.90.70.10
1bgxT02,1.10.150.20
2ftnA00,3.30.572.10
3fytL00,3.40.50.1820
1r38A00,3.20.20.100
4f1oA02,1.10.510.10
3jygB00,3.30.479.10
3laxA00,3.30.300.30
2g79A00,2.40.128.20
1cpcB00,1.10.490.20
3stoA02,2.30.39.10
5gzhA00,1.50.10.140
1ffsB00,3.30.70.400
1rhcA00,3.20.20.30
1b9nA03,2.40.50.100
5evcA02,3.40.50.1860
5iluA00,1.10.10.10
1xtlA00,2.60.40.200
6cyxA01,1.10.287.990
3vpoA00,1.10.620.20
3v8eB00,3.40.50.850
6d1oH00,3.60.130.10
3tuuF00,3.20.20.70
4llvF00,2.60.40.10
5yoiA01,3.90.230.10
1nf3A00,3.40.50.300
5c7iO02,3.30.360.10
3nz8A01,2.60.40.10
1szhA02,1.10.150.370
3n2cN02,3.20.20.140
4pmnB00,3.20.20.80
6if8B00,3.40.50.1580
1zgzC00,3.40.50.2300
2wkfA00,3.30.429.10
3bamA00,3.40.91.20
5vh6A01,3.40.50.300
4s2rP02,3.40.350.10
1dfjI00,3.80.10.10
3f1bA00,1.10.357.10
5fpoA01,1.10.287.610
3iliA00,3.30.70.560
2q6fA02,2.40.10.10
1pmjX00,2.60.120.260
1gk0B02,1.10.1400.10
3frxB01,2.130.10.10
3r1fI00,1.10.260.40
1sf8E00,1.20.120.790
3lagA00,2.60.120.10
2k1eA00,1.10.287.70
1whuA00,1.10.10.400
3vmfA03,2.40.30.10
5hxdA00,3.40.630.10
1ftzA00,1.10.10.60
3outC02,3.40.50.1860
2b56A01,1.10.1410.10
1ai1L01,2.60.40.10
2rolA00,2.30.30.40
3oujA00,2.60.120.620
2mtpA00,2.60.40.10
3s3xB01,1.10.287.770
4n0pA00,3.40.50.2300
4fuyA01,3.30.200.20
1r6aA00,3.40.50.150
4z3bA00,1.20.1260.10
4jm1A00,3.30.300.300
2oovC03,2.70.98.20
3pdkB01,3.40.120.10
2qogB00,1.20.90.10
2x5eA00,3.20.20.370
4dioB01,3.40.50.720
3s6xA01,6.20.10.20
5iybM01,1.10.472.10
1w79A01,3.40.710.10
2wtmA00,3.40.50.1820
3d7lH00,3.40.50.720
4rg6A01,1.25.40.10
5uagF01,1.10.601.10
3bq8A00,3.30.450.140
1zpyC00,6.10.140.1960
1vwxM01,2.30.30.30
3lhnB00,2.40.128.640
1vq8A02,2.30.30.30
1w36D02,3.40.50.300
1gx1B00,3.30.1330.50
2vh4A01,3.30.497.10
1xh4A01,1.10.510.10
3sfjA00,2.30.42.10
3qwzA01,2.40.40.20
4h6wA00,3.40.50.200
4ig8A02,1.10.1410.20
4r0kA01,2.30.30.40
3ffnA01,3.40.20.10
3e93A02,1.10.510.10
1zp2A01,1.10.472.10
4ij6A00,3.40.50.1240
4j0eA02,1.10.1040.10
4mqgB00,1.10.490.10
4cqbA02,3.20.20.140
4jzjA01,2.60.40.10
3a0vA00,3.30.450.20
1p52A02,3.30.590.10
1jvzA00,1.10.439.10
3e82E02,3.30.360.10
2vxvL01,2.60.40.10
3iq0B00,3.40.1190.20
4lmsA00,3.90.510.10
1eodA00,3.30.710.10
1wu7B01,3.30.930.10
1mj8H01,2.60.40.10
3urqB00,3.20.20.140
4uapA00,2.60.120.260
3pxvB00,3.40.109.10
2m7nA00,1.10.238.10
5opte01,3.30.1370.30
4fb9A01,3.40.420.10
2r6hC01,2.40.30.10
1d4xA03,3.90.640.10
2e18A00,3.40.50.620
1yppA00,3.90.80.10
2vvdA00,2.60.120.720
5dn6G02,3.40.1380.10
1reuA00,2.10.90.10
2uuzB00,1.10.10.2020
4y5yA00,2.60.40.10
3fi0F01,3.40.50.620
4bksF01,2.60.40.780
2r7eB02,2.60.40.420
1d4tA00,3.30.505.10
3hcgC00,2.170.150.20
4e51A02,3.40.50.800
3qv1A01,3.40.50.720
3zq4A01,3.60.15.10
4qlzB00,3.90.80.10
3c1lK02,1.20.1290.10
5sy9A00,3.40.50.880
5pb1D01,2.40.10.10
3qipA05,3.30.420.10
5oaqA00,2.70.50.80
2nziA03,2.60.40.10
3iebE00,3.20.20.70
4by7H00,2.40.50.140
4hasA00,3.30.1520.10
4e6yA01,2.20.28.60
4qjty04,3.30.70.240
3by6C01,1.10.10.10
4gz9A02,2.60.120.290
4mhsA02,3.40.50.2000
4nabA02,3.40.50.1000
5dxdA00,2.60.120.200
6b67A00,3.60.40.10
4k25A01,3.30.420.40
1k1fE00,4.10.280.30
4gw9C01,3.30.450.40
4rkuB00,1.20.1130.10
4anoA00,1.10.510.10
1hf2C02,2.160.20.70
3vp6B02,3.40.640.10
1gpuA03,3.40.50.920
5ak9A02,3.10.28.10
5uzyA00,3.30.429.10
1qkmA00,1.10.565.10
3uo7A00,3.40.470.10
4r4bB01,2.60.40.10
4f3wB00,3.40.140.10
2bg9A02,1.20.58.390
5e6iA01,2.60.40.10
3iacB02,1.10.2020.10
2qibA00,1.10.357.10
5czjA00,3.20.20.70
4c0cA00,1.10.630.10
3obyA01,2.30.30.870
4o8lC00,2.40.260.10
4afxA01,3.30.497.10
4z0yD00,1.10.1280.10
5a3fA02,1.20.120.1240
4dn0A01,3.30.450.40
4kwyA00,3.30.160.150
2jmlA00,1.10.1660.10
1gr3A00,2.60.120.40
3n6rG03,3.30.470.20
1uqwB02,3.90.76.10
3jqoP01,2.40.128.260
3a03A00,1.10.10.60
3fayA00,1.10.506.10
4j36B00,3.50.50.60
1xhbA02,1.10.8.460
4bhyB01,2.40.37.10
5n1qD02,3.30.70.470
1fmmS00,2.80.10.50
1yjeA00,1.10.565.10
2h1iB00,3.40.50.1820
4w8nD00,3.90.20.10
2cuaB00,2.60.40.420
4f0mA02,3.20.20.110
5mj4C00,1.10.8.1170
3stlC00,1.10.287.70
5xnlQ00,1.20.120.290
4emhA00,2.30.30.100
2panA02,3.40.50.1220
3q84B01,1.20.1270.60
1w0bA01,1.20.58.420
2rtxA00,3.30.160.20
2mlbA00,3.10.20.90
5u3aA01,3.20.20.80
4lreB01,3.40.720.10
1f2dA01,3.40.50.1100
2zedA00,3.40.630.10
5tgdD00,3.40.50.720
6okaA00,2.40.50.90
4rcnB03,3.90.226.10
5jhmA01,2.60.98.10
4hboE00,3.10.50.50
4gi3A00,3.40.50.200
1ailA00,1.10.287.10
2wvxA01,2.70.98.10
5nrmB00,1.10.1330.10
2ynzC01,1.20.5.170
1cf5A01,3.40.420.10
4rrpG01,2.60.40.10
1lw0A02,3.30.70.270
1qcvA00,2.20.28.10
1du2A00,1.20.58.250
4yhzH01,2.60.40.10
3it8D02,2.60.40.10
3aibB01,2.30.30.420
4eomC02,1.10.510.10
5wvcF00,1.10.533.10
3bs0A00,2.40.160.60
2r0oA02,1.10.418.10
1h7nA00,3.20.20.70
1ad0B01,2.60.40.10
2o7pB02,3.40.430.10
3q41A01,3.40.50.2300
1eu3B01,3.10.20.120
4bg9A01,3.30.420.430
5gu9A00,2.40.50.100
5ystA00,3.40.50.300
3r03A00,3.90.79.10
3gw3A00,3.20.20.210
3mfcA00,2.60.120.180
3cipA01,3.30.420.40
2fvkA02,3.20.20.140
3nclA01,2.40.10.10
1i0eA01,1.10.135.10
1zljA00,1.10.10.10
5sxwA01,1.10.520.10
1nfgB01,2.30.40.10
3dsaI01,3.40.1650.10
3fifD00,2.30.30.100
3v5vA02,3.65.10.10
3otpA01,2.40.10.120
4u9hS02,4.10.480.10
3t05A03,3.40.1380.20
5mozA00,3.40.710.10
4g22A02,3.30.559.10
4q3wA00,1.10.800.10
6ftlA02,3.20.20.110
3m20A00,3.30.429.10
2otdB01,3.20.20.190
1n8kA02,3.40.50.720
2kd3A00,2.10.90.10
5c31G00,3.40.50.1390
4jhzA03,3.20.20.80
5cdfE03,1.10.1140.10
6axjB00,2.60.40.1970
3oxnD01,3.40.190.10
3ndoA00,3.20.20.70
5bqsA01,3.40.47.10
5giuA01,3.40.350.10
5c1iA00,3.40.50.150
4kcrB03,3.90.1230.10
1m8kA00,3.40.50.620
1mmdA05,1.20.58.530
2e0xA02,1.10.246.130
1flkA00,2.60.210.10
1l45A00,1.10.530.40
3qmvD01,3.40.50.1820
3rbsA02,2.60.40.10
3xinA00,3.20.20.150
1sbiA00,3.40.50.200
3urnB00,3.20.20.140
3outB01,3.40.50.1860
6ok9A00,2.40.50.90
4pcpG00,3.20.20.140
3oogA01,1.10.510.10
5z62K00,4.10.51.10
5kvlL01,2.60.40.10
3wyqB00,2.40.128.30
5a0yA03,1.20.840.10
3ol4B01,6.10.140.2080
2gf9A00,3.40.50.300
3clsD01,3.40.50.620
2ekgA02,3.20.20.220
2zixA01,6.20.60.10
5vqhA02,2.30.30.140
4u4iA00,2.60.40.200
3pxlA03,2.60.40.420
4uqvF02,3.90.1150.10
2r4rH02,2.60.40.10
4pesA04,3.30.830.10
5ce6A01,3.40.350.10
1eu1A04,2.40.40.20
4kvrA01,1.20.1260.10
3ec7H02,3.30.360.10
1ffaA00,3.40.50.1820
2yw5A00,1.20.920.10
2zpaB04,1.20.120.890
1dekB02,1.10.238.70
3cqhA00,3.20.20.150
1i1gA01,1.10.10.10
4cuyQ00,3.30.230.10
1nw8A00,3.40.50.150
6abxA02,1.10.230.10
1tt8A00,3.40.1410.10
2ba2A00,6.10.250.40
2bvfA01,3.30.43.10
1v86A00,3.10.20.90
2z4tA01,2.60.40.3010
5vc2A01,3.40.640.10
2hiqA00,3.30.70.100
2vqeE02,3.30.230.10
1i6uB02,3.30.1490.10
2dmqA01,1.10.10.60
2f3oA00,3.20.70.20
4kgrH00,3.10.20.10
5d7iC02,2.60.40.10
2ag1C03,3.40.50.970
3ialA02,3.40.50.800
2hndA03,3.30.70.270
2edfA00,2.60.40.10
2yu5A00,3.30.160.60
3l9aX01,3.30.720.180
5f8vF01,3.40.640.10
4g9fE02,2.60.40.10
2v36A02,1.10.246.130
2r51A02,2.60.40.640
3ajfB00,1.20.1440.190
5bqaN00,1.20.20.10
4j1qA00,3.40.50.720
3r5fA02,3.30.470.20
2grjE00,3.40.50.300
3lerD00,3.20.20.70
5aikB02,1.10.510.10
4hi4A00,3.30.450.20
3nz2C00,2.160.10.10
1hwyA03,3.40.50.720
3wd7A01,3.40.47.10
2b06A00,3.90.79.10
3oetD02,3.40.50.720
4rxkA02,3.90.1150.10
5i2lA00,1.10.238.10
3o6qC01,1.20.5.460
1hzcA00,2.40.50.140
1x9uA00,2.60.40.420
2yw2A02,3.30.1490.20
3t8uB00,3.10.450.50
1jb0K00,1.20.860.20
1qo8D02,1.10.1130.10
2oqeE03,2.70.98.20
6gzlA00,3.30.740.10
1m0sA02,3.30.70.260
5cz7K00,3.60.20.10
5nlsA00,2.70.50.70
1ymgA00,1.20.1080.10
3kscB02,2.60.120.10
1cxyA00,3.10.120.10
2ka6B00,6.10.250.3310
3od1B02,3.40.50.12590
3p0tA00,3.30.428.10
3czeA03,3.90.400.10
2a2aB01,3.30.200.20
1sbzB00,3.40.50.1950
1ykkL00,2.60.130.10
1vvcA02,2.10.70.10
4xc5B00,2.60.90.20
1xmtA00,3.40.630.30
4wvmB04,2.60.120.920
5b18A00,2.40.70.10
2qqoA01,2.60.120.290
3up6B01,2.60.40.2580
4lxgA00,3.40.50.1820
1szlA01,2.20.100.10
1ezxC00,2.40.10.10
1p6oA00,3.40.140.10
4bgcA00,3.30.710.10
6mh0A00,3.60.15.10
2mvtA00,1.10.60.50
2wa0A01,1.10.10.1200
2fgzA01,2.60.40.1130
3hulA02,3.30.70.890
1t5cB00,3.40.850.10
5dtlG00,2.40.155.10
2yadA00,3.30.390.150
2dplA02,3.30.300.10
4carB03,3.90.1230.10
1e6oL01,2.60.40.10
6bnmA00,2.30.29.30
3do7A02,2.60.40.10
1aqkL02,2.60.40.10
3kyjB00,3.40.50.2300
4w9eG00,3.10.20.90
3tc8A00,3.40.630.10
4xksA00,1.20.1260.10
2v4aD00,2.60.120.620
1l8fA00,2.40.40.10
2odeA02,1.10.400.10
1xgsA01,3.90.230.10
1efvA02,3.40.50.620
4r3eA00,2.40.100.10
1wcgA00,3.20.20.80
3h6iC00,3.60.20.10
2vixC01,1.10.10.2060
3aonA00,1.10.287.3240
3g8rA01,3.20.20.70
5eggA00,3.10.110.10
5z4iA00,3.30.40.10
2ffjA01,1.10.8.380
4nj7E00,3.10.20.90
1z8kC00,2.40.480.10
2pjsB01,3.10.180.10
2rc8A01,3.40.190.10
5hzuL00,2.40.155.10
1zu4A02,3.40.50.300
2iuvD00,2.60.30.10
1cqzB02,1.10.150.240
2e7yB00,3.60.15.10
2fulB00,1.25.40.180
2g2xC00,3.10.590.10
2tbvA00,2.60.120.20
3k4uD02,3.40.190.10
4grxA01,3.90.1150.10
6b4pB00,3.10.50.40
1wmnB03,2.70.98.20
4ngeD03,3.30.830.10
2v0uA00,3.30.450.20
5wbtA00,1.10.100.10
1zlbA00,1.20.90.10
2isaE00,2.40.180.10
2axzB02,1.25.40.400
1eepB00,3.20.20.70
4mtxC00,1.10.287.130
3r10B02,3.20.20.120
2zyqA02,3.10.180.10
3fvbA00,1.20.1260.10
4btyB03,2.70.98.20
3iv6A01,3.40.50.150
3ubxI01,2.60.40.10
4bh9A01,2.60.120.10
4fk7A00,3.90.176.10
4g75A02,3.30.450.400
1hzfA00,1.50.10.20
2d74A02,2.40.30.10
3clpC00,2.60.120.10
2cv8B02,3.40.1350.10
3fpnB00,3.30.2060.10
1ti2A04,2.40.40.20
1yroB00,3.90.550.10
2mg4A00,1.10.10.60
2o3lA00,1.10.1900.10
3dpjF00,1.10.357.10
4x99A02,2.60.40.10
6eqmA01,2.40.70.10
6i1yA01,3.30.1370.120
5i47B03,3.30.470.20
2nxwA02,3.40.50.1220
2gbrA00,3.10.20.90
4ayiA02,2.10.70.10
4u8tB00,3.10.590.10
3muuD01,2.60.40.3200
3mepC00,2.60.120.200
3meqA02,3.40.50.720
3a32A02,3.40.50.800
1aktA00,3.40.50.360
4mb4A04,2.10.10.20
3vnxA00,1.20.1260.10
4bi3A01,3.90.1720.80
3mypB00,3.20.20.70
6gi8A00,3.20.20.70
3bukC01,2.10.50.10
1i6aA02,3.40.190.10
2v67D02,3.20.20.110
3lvtA03,2.60.40.2210
1esvS00,3.40.20.10
4myrC00,3.40.50.2300
5oobF03,1.25.40.180
1ofdA03,3.20.20.70
2pxxA00,3.40.50.150
4jlxA02,3.30.460.90
1p2jI00,4.10.410.10
1gseA01,3.40.30.10
1mabB02,3.40.50.300
1vbgA02,1.20.80.30
3i38D01,2.60.260.20
4hznA00,3.10.129.10
2wu4B00,3.40.50.1820
2hakE02,1.10.510.10
5j8cA01,3.30.60.60
1sqwA02,2.30.130.10
3wwsB00,4.10.170.10
5vo0D02,3.30.40.10
4ye4L01,2.60.40.10
2i87A03,3.30.1490.20
3ihkA00,3.40.50.10240
4zpxA02,1.10.8.60
1w94A00,3.40.50.10480
3ig7A01,3.30.200.20
2dm8A00,2.30.42.10
4cffA02,1.10.510.10
2asyA00,3.30.70.100
3oggA02,2.80.10.50
1h46X00,2.70.100.10
2y5dA01,3.40.605.10
3lqsA02,3.20.10.10
3spbD02,3.65.10.10
4phzB00,1.20.1450.10
1g6mA00,2.10.60.10
3lrrA00,2.170.150.30
2pqgB01,3.40.420.10
5g0tC00,3.40.50.720
3q7hB00,3.90.226.10
5e4wA00,3.40.30.10
1ef1D01,6.10.360.10
4xvtL02,2.60.40.10
1xezA03,6.20.40.20
3abfA00,3.30.429.10
4f1jA00,3.40.50.410
2gf6D00,3.10.129.10
3ojmB02,2.60.40.10
5e2cB00,3.40.350.10
2i6eH02,3.40.190.10
2vtwA00,2.60.90.30
1kd0A02,3.20.20.120
2jgqA00,3.20.20.70
6ndrA00,2.60.120.10
1i2tA00,1.10.1900.10
2q1iA02,1.10.240.10
4cyvA02,3.90.209.20
2gwrA02,1.10.10.10
6n1kD00,1.10.800.10
4qhpA01,2.60.40.1730
3excX01,3.30.70.240
1u8eB02,3.40.50.1820
1w1fA00,2.30.30.40
3pymA02,3.30.360.10
1xwgB01,3.40.30.10
1jvsB03,1.10.1740.10
2dylA01,3.30.200.20
3px7A04,1.10.290.10
4fbgH00,3.40.50.720
2lrtA00,3.40.30.10
5of0A01,3.40.630.10
4kkuB02,2.40.30.170
2o23A00,3.40.50.720
4gxqB01,3.40.50.12780
1u8zA00,3.40.50.300
3x2kA00,2.40.40.10
1vx7900,2.40.10.190
1zgmA02,1.20.1050.10
3wmsA01,3.20.20.80
3pqyE01,2.60.40.10
2ofvB01,3.30.200.20
2p28B04,2.10.25.10
6c08D02,2.60.40.10
3iw4B01,3.30.200.20
4ubqA00,3.60.15.10
2lirA00,1.10.760.10
4yo0B02,2.60.40.10
1nxiA00,3.30.70.970
2zuxA01,2.60.40.10
1rotA00,3.10.50.40
2v3zA01,3.40.350.10
1r6wA02,3.30.390.10
1g0vA02,2.40.70.10
1jjkN00,3.20.20.70
3fwfB00,1.10.630.10
4l56A00,3.20.20.105
3l09A01,1.20.58.1460
2qenA02,1.10.8.60
2xdhA00,2.60.40.680
3fp9A01,2.40.50.140
5wirA00,1.25.40.210
1y44B00,3.60.15.10
4hxfB02,3.40.50.1820
4j5tA01,2.70.98.110
2gmlB01,3.30.70.580
3kxeB00,3.30.2310.20
2pvmA02,3.30.200.20
1eg5A01,3.90.1150.10
4hj3A00,3.30.450.20
1pm2A00,1.10.620.20
3p2tA02,2.60.40.10
3v8eF00,3.40.50.850
5hwqA00,3.40.47.10
3g8kA00,3.10.100.10
4zpaA02,3.30.70.270
2zcjA01,3.40.50.150
3kgwB01,3.90.1150.10
4lbxB00,3.40.1190.20
4hi0A00,1.10.4190.10
1uiiA00,1.20.5.1180
3kjxA03,3.40.50.2300
4hqdA00,1.25.40.20
1vlyA01,3.30.70.1630
3u7eB01,3.40.50.1000
1ak0A00,1.10.575.10
5edgC00,1.10.1300.10
1ci3M02,2.40.50.100
2qr8A01,3.30.200.20
5y6zA03,1.20.960.20
2jnaA01,3.30.1660.10
1vlkA00,1.20.1250.10
1vheA02,2.40.30.40
4hw0A00,1.10.10.10
4mzaA00,2.120.10.10
2j5dA01,6.10.250.1020
2cksB00,3.20.20.80
3r2vA02,3.30.30.90
2b7mD00,1.20.1280.170
4b1tA01,2.40.10.10
3nwjA00,3.40.50.300
1tk7A02,2.20.70.10
3e57A00,3.90.79.10
1yi7B02,2.60.120.200
2qc5A00,2.130.10.10
4gc5A01,3.40.50.150
5lq2A01,1.10.220.10
1goqA00,3.20.20.80
3iaoA03,3.20.80.10
1r5bA02,2.40.30.10
3q7iA02,3.40.50.10490
5jrcA00,1.20.58.2140
1rf6A02,3.65.10.10
4cmlA00,3.60.10.10
5kaqG01,2.60.40.10
1jnfA01,3.40.190.10
3cgvA02,3.30.9.10
1hplA02,2.60.60.20
1hv8B01,3.40.50.300
1onfA01,3.50.50.60
1xedC00,2.60.40.10
2i82B00,3.30.2350.10
3enmA01,3.30.200.20
3g8iA00,1.10.565.10
4depA00,2.80.10.50
3ilvA01,3.60.110.10
2qezB03,3.20.20.70
3rykA00,2.60.120.10
4cfrB00,1.10.238.10
3t0pB01,3.10.150.10
4ydiH01,2.60.40.10
3e7nL01,3.40.1650.10
3v6iA02,3.30.2320.30
5jwhA02,3.40.50.300
3kboB02,3.40.50.720
4qunA00,3.90.190.10
1k0hA00,2.40.10.180
6hgeA02,2.30.39.10
5cqvA01,1.20.120.450
2w57A02,3.30.1490.190
3p24A01,2.40.128.470
5bq3D01,3.40.50.2300
5kbpA04,2.70.98.30
5m6dA02,3.30.360.10
6brbD00,2.60.40.10
4bemJ00,1.20.120.610
1lwjA01,3.20.20.80
4o5hC01,3.40.605.10
4djmE01,2.60.40.10
1s7bA00,1.10.3730.20
2hr3C01,1.20.5.420
1tr2A01,1.20.120.810
1ojwA04,2.10.70.10
1xe8C00,2.60.120.10
2b5eA04,3.40.30.10
3imhA00,2.70.98.10
6iuvA00,3.90.209.20
4c36A02,3.30.200.20
1qhhC00,1.10.486.10
2p9uB01,3.30.420.40
1zxkA01,2.60.40.60
4w74G00,2.40.155.10
2q1mA00,2.60.120.40
1g9pA00,4.10.40.10
2pgwF02,3.20.20.120
1aquB00,3.40.50.300
4cwvB03,3.90.1230.10
2ycpA01,3.90.1150.10
2rceI02,2.40.10.10
1uf3C00,3.60.21.10
3tpcC00,3.40.50.720
4ej7C01,3.30.200.20
5dllA03,1.10.390.10
1qx7A02,1.10.238.10
3ag2I00,4.10.93.10
3tlmA01,2.70.150.10
2e1fA01,1.10.150.80
3kvpE00,6.20.140.10
4mw6A01,3.40.50.620
2uwxA02,3.40.710.10
1rfmD02,3.30.1370.60
1crjA00,1.10.760.10
4u13A00,3.10.450.50
6db6L01,2.60.40.10
1ireA00,3.90.330.10
3os6A00,3.60.120.10
3b1yA01,3.40.50.300
3ffcD01,2.60.40.10
3kzhA00,3.40.1190.20
2izoB00,3.70.10.10
3oecB00,3.40.50.720
2q2eB02,1.10.8.50
4d9qA02,2.40.10.10
1kcaA00,2.10.109.10
2hurA00,3.30.70.141
4durA06,2.40.20.10
1at9A00,1.20.1070.10
3knsA00,3.60.15.10
3qpiA00,3.30.70.3420
2h1pL01,2.60.40.10
4g12A02,1.10.357.10
6faiE02,2.40.50.740
3zilA00,1.25.10.60
5c1iC00,3.40.50.150
4wv1A01,2.60.40.10
1zgrA02,2.100.10.30
1wqaA03,3.40.120.10
2ffkB00,2.40.50.40
1sazA02,3.30.420.40
4v0iA03,1.25.40.70
4zmeA02,3.20.200.10
4qr9A00,1.10.30.10
5zcrA04,1.10.10.470
2ktsA01,2.40.128.270
1rbtA00,3.30.420.10
1kyzA02,3.40.50.150
2r9yA01,3.30.497.10
3qz0A00,6.10.250.2300
1skvC00,1.10.287.660
4i0xK00,1.10.287.1060
4atvC00,1.20.1530.10
4uaiB00,2.40.50.40
3rqsB01,6.10.250.1150
3ihlA00,3.40.50.300
3g87A02,3.30.70.250
3bj6A00,1.10.10.10
5u68E01,2.60.40.10
4rj0A02,3.40.640.10
1qcyA00,3.40.50.410
1zrnA01,3.40.50.1000
1awoA00,2.30.30.40
4k81B00,3.40.50.300
3i38K01,2.60.260.20
3t97A00,1.20.5.170
2awkA00,2.40.155.10
1djlA00,3.40.50.1220
3nrhA00,1.20.120.1550
1dw9E02,3.30.1160.10
3dclE02,2.40.10.170
1devA00,2.60.200.10
3uiqA02,3.30.420.10
2qvcC02,3.40.50.2300
4cs9C00,1.20.120.1350
3vlaA02,2.40.70.10
2ho1A00,1.25.40.10
3igmA00,1.20.5.2050
5gr5A03,3.20.20.80
1l7mA02,1.10.150.210
2z86D01,3.90.550.10
5i8gA03,2.10.110.40
2ag1B03,3.40.50.970
3od8H00,3.30.1740.10
2x29A00,2.60.120.40
1kpcC00,3.30.428.10
1y09A00,1.10.490.10
3fzvB03,3.40.190.10
4enpA01,2.40.180.10
1lg7A00,3.10.460.10
5tc4A01,3.40.50.720
3qwtA00,1.50.10.10
3t32B02,3.40.640.10
3h3hA00,3.10.450.50
4h0xA02,3.90.176.10
2ewlA00,3.30.160.330
2b2xH01,2.60.40.10
1gq2N02,3.40.50.720
2zbwA01,3.50.50.60
3hf2A00,1.10.630.10
5eigE01,3.40.640.10
4fe7A02,3.40.50.2300
1b6vA00,3.10.130.10
4dcpA00,3.40.50.1460
2fnsA00,2.40.70.10
3m7kA00,3.30.40.220
5aduM00,1.10.645.10
1l3rE02,3.30.200.20
2jgnB00,3.40.50.300
2erxA00,3.40.50.300
1v70A00,2.60.120.10
4ipbA00,3.10.450.360
3bhtC02,1.10.510.10
3lylC00,3.40.50.720
3pnxA00,3.40.1260.10
4ravC00,2.60.40.10
2j2tE00,3.75.10.10
